,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Year
12497,Nights of Azure,PS4,Tecmo Koei,Gust,6.7,7.2,0.09,2016.0
12498,Championship Foosball,Wii,505 Games,Del,3.5,8.166666666666668,0.09,2008.0
12499,World Cup '98 France: Road to Win,SAT,Sega,Sega,6.666666666666667,8.0,0.09,1998.0
12500,MLB SlugFest 20-04,XB,Midway Games,Criterion Games,8.0,6.666666666666667,0.09,2003.0
12501,Wordmaster,DS,"Destination Software, Inc",nan,5.8,5.5,0.09,2008.0
12502,Barbie and the Magic of Pegasus,GBA,Vivendi Games,VU Games,6.166666666666667,7.633333333333333,0.09,2005.0
12503,Rygar: The Battle of Argus,Wii,Tecmo,Tecmo,6.1,7.366666666666667,0.09,2009.0
12504,Backyard Sports: Sandlot Sluggers,X360,Atari,Atari Games,7.066666666666666,7.8,0.09,2010.0
12505,Inazuma Eleven 3: Lighting Bolt / Bomb Blast,3DS,Nintendo,Level 5,7.166666666666667,6.833333333333333,0.09,2013.0
12506,Retro Game Challenge (US sales),DS,Xseed Games,Bandai Namco Games,6.366666666666667,7.5,0.09,2009.0
12507,SD Gundam G Generation DS,DS,Bandai,Vanguard,6.366666666666667,7.366666666666667,0.09,2005.0
12508,Atari Classics Evolved,PSP,Atari,Stainless Games,5.666666666666667,7.566666666666666,0.09,2007.0
12509,Bleach: Heat the Soul,PSP,Sony Computer Entertainment,Eighting,7.433333333333333,6.0,0.09,2005.0
12510,Harvest Moon: Skytree Village,3DS,Natsume,Natsume,5.0,6.5,0.09,2016.0
12511,Psychonauts,PS2,Majesco,Double Fine Productions,8.6,7.6000000000000005,0.09,2005.0
12512,World Stadium 5,PS,Namco,Namco,8.666666666666666,8.799999999999999,0.09,2001.0
12513,Taiko no Tatsujin: Drum Session!,PS4,Namco Bandai Games,Namco Bandai Games,8.0,7.1000000000000005,0.09,2017.0
12514,ESPN NBA 2Night,PS2,Konami,Konami Computer Entertainment Osaka,6.4,5.533333333333334,0.09,2001.0
12515,Uta no Prince-Sama: Debut,PSP,Broccoli,Nippon Ichi Software,6.8,7.466666666666666,0.09,2012.0
12516,Ford Mustang: The Legend Lives,XB,2K Games,Eutechnyx,6.333333333333333,5.033333333333334,0.09,2005.0
12517,Freekstyle,GC,EA Sports BIG,Page 44 Studios,8.2,8.0,0.09,2002.0
12518,Monopoly Collection,Wii,Electronic Arts,Electronic Arts,7.166666666666667,6.5,0.09,2011.0
12519,Virtua Fighter CG Portrait Series Vol.3: Akira Yuki,SAT,Sega,Sega-AM2,8.299999999999999,8.633333333333333,0.09,1995.0
12520,Digimon Rumble Arena 2,PS2,Bandai,Black Ship Games,7.0,7.466666666666666,0.09,2004.0
12521,Dora the Explorer: Dora Saves the Crystal Kingdom,PS2,2K Play,Take-Two Interactive,7.233333333333333,6.2,0.09,2009.0
12522,Dance on Broadway,PS3,Ubisoft,Longtail Studios,7.3999999999999995,6.733333333333333,0.09,2011.0
12523,Learn Chess,DS,DreamCatcher Interactive,Dreamcatcher,8.200000000000001,6.933333333333334,0.09,2009.0
12524,Shockwave Assault,PS,Crystal Dynamics,Paradox Development,4.0,7.366666666666667,0.09,1995.0
12525,Red Faction: Guerrilla Re-Mars-tered,PS4,THQ Nordic,Volition,7.0,5.0,0.09,2018.0
12526,Nobunaga's Ambition: Sphere of Influence - Ascension,PS4,Tecmo Koei,Koei Tecmo Games,7.4,6.7,0.09,2016.0
12527,Ribbit King,PS2,Bandai,Bandai,7.2,7.033333333333334,0.09,2004.0
12528,Scooby-Doo! Who's Watching Who?,DS,THQ,THQ,7.0,7.5,0.09,2006.0
12529,Space Invaders Extreme,PSP,Square Enix,"GULTI co.,ltd.",8.2,6.466666666666666,0.09,2008.0
12530,Alien Hominid,GC,O3 Entertainment,The Behemoth,8.3,4.533333333333334,0.09,2004.0
12531,World Championship Poker 2: Featuring Howard Lederer,XB,Crave Entertainment,Point of View,7.0,8.133333333333333,0.09,2005.0
12532,Ultimate Mortal Kombat,DS,Midway Games,Other Ocean Interactive,7.3,7.133333333333333,0.09,2007.0
12533,Rapala Pro Bass Fishing 2010,PSP,Activision,FUN Labs,3.6999999999999997,7.733333333333334,0.09,2010.0
12534,Pro Yakyuu Greatest Nine 98,SAT,Sega,Nextech,6.5,7.466666666666666,0.09,1998.0
12535,Snood 2: On Vacation,DS,DSI Games,Gravity-I,4.5,7.099999999999999,0.09,2005.0
12536,Carnival Games: Wild West 3D,3DS,2K Play,Cat Daddy Games,5.5,6.033333333333334,0.09,2011.0
12537,Ninja Gaiden Black,XB,Tecmo,Team Ninja,9.5,7.833333333333333,0.09,2005.0
12538,Bogey: Dead 6,PS,Sony Computer Entertainment,Pegasus Japan,5.599999999999999,6.8999999999999995,0.09,1996.0
12539,Hakuouki: Zuisouroku Portable,PSP,Idea Factory,Idea Factory,7.733333333333334,6.133333333333333,0.09,2010.0
12540,NCAA March Madness 08,PS3,EA Sports,EA Canada,6.9,4.066666666666667,0.09,2007.0
12541,Puyo Pop Fever (JP sales),DS,Atlus,Sega,8.233333333333334,6.5,0.09,2005.0
12542,Dragon Ball Kai: Ultimate Butouden,DS,Namco Bandai,Namco Bandai Games,6.566666666666666,8.700000000000001,0.09,2011.0
12543,InuYasha: Secret of the Divine Jewel,DS,Namco Bandai,Art,6.333333333333333,6.333333333333333,0.09,2007.0
12544,Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),PS2,Konami,Konami,6.166666666666667,8.799999999999999,0.09,2008.0
12545,Grand Ages: Medieval,PS4,Kalypso Media,Gaming Minds Studios,6.4,6.5,0.09,2015.0
12546,I Love Puppies,DS,Destineer,LvivMedia,6.033333333333334,6.866666666666666,0.09,2010.0
12547,Shin Megami Tensei,PS,Atlus,Atlus Co.,7.666666666666667,6.5,0.09,2001.0
12548,Driver: Renegade,3DS,Ubisoft,Ubisoft,3.5,4.9,0.09,2011.0
12549,Trivial Pursuit unhinged,XB,Atari,Artech Studios,7.933333333333333,7.533333333333334,0.09,2004.0
12550,Beowulf: The Game,PSP,Ubisoft,Ubisoft,5.733333333333334,7.033333333333334,0.09,2007.0
12551,Green Lantern: Rise of the Manhunters,Wii,Warner Bros. Interactive,Griptonite Games,5.5,6.5,0.09,2011.0
12552,Truth or Lies,PS3,THQ,Big Ant Studios,4.0,5.8999999999999995,0.09,2010.0
12553,The Revenge of Shinobi,GBA,THQ,3d6 Games,5.7,8.033333333333333,0.09,2002.0
12554,Samurai Shodown Anthology,PSP,SNK Playmore,SNK Playmore Corporation,4.8,7.3,0.09,2009.0
12555,Mind Quiz,PSP,Ubisoft,Sega,4.6,8.733333333333334,0.09,2006.0
12556,Bloody Roar 4,PS2,Hudson Soft,Eighting/Raizing,6.0,7.933333333333334,0.09,2003.0
12557,Let's Ride! Silver Buckle Stables,PS2,THQ,Coresoft,5.5,7.966666666666666,0.09,2006.0
12558,Cabela's Big Game Hunter,GBA,10TACLE Studios,ImageBuilder Software,7.766666666666667,9.233333333333333,0.09,2002.0
12559,I-Ninja,GC,Namco,Argonaut Games,7.2,7.1000000000000005,0.09,2003.0
12560,Earth Defense Force 2: Invaders from Planet Space,PSV,Xseed Games,Sandlot,6.233333333333334,7.833333333333333,0.09,2015.0
12561,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS2,Konami,Konami,9.166666666666666,8.033333333333333,0.09,2010.0
12562,Alvin and the Chipmunks: Chipwrecked,Wii,Majesco,Behaviour Interactive,7.599999999999999,7.033333333333334,0.09,2011.0
12563,Dragon Tales: Dragon Seek,PS,NewKidCo,Zed Two Limited,6.933333333333333,6.666666666666667,0.09,2000.0
12564,Age of Empires II: The Age of Kings,PC,Microsoft,Ensemble Studios,9.3,7.233333333333333,0.09,1999.0
12565,Burnout Paradise: The Ultimate Box,PC,Electronic Arts,Criterion Games,8.4,6.666666666666667,0.09,2009.0
12566,Yourself Fitness,XB,responDESIGN,"responDESIGN, Inc.",7.666666666666667,7.766666666666666,0.09,2004.0
12567,Tak: The Great Juju Challenge,DS,THQ,Avalanche Software,6.2,7.266666666666667,0.09,2005.0
12568,Jimmie Johnson's Anything With an Engine,X360,Konami,Isopod Labs,7.3,7.366666666666667,0.09,2011.0
12569,Generator Rex: Agent of Providence,Wii,Activision,Virtuos,5.966666666666666,6.3999999999999995,0.09,2011.0
12570,Angry Birds: Star Wars,PSV,Activision,Exient Entertainment,7.366666666666667,6.366666666666667,0.09,2013.0
12571,echochrome,PSP,Sony Computer Entertainment,SCE Japan Studio,7.6,6.933333333333333,0.09,2008.0
12572,Yaiba: Ninja Gaiden Z,PS3,Tecmo Koei,Unknown,7.766666666666666,7.266666666666666,0.09,2014.0
12573,Halo 2,PC,Microsoft Game Studios,Hired Gun,6.9,6.3999999999999995,0.09,2007.0
12574,NHL 2K8,PS3,2K Sports,Kush Games,8.0,6.633333333333334,0.09,2007.0
12575,MotoGP 14,X360,Namco Bandai Games,Milestone S.r.l.,7.766666666666667,5.1000000000000005,0.09,2014.0
12576,Resident Evil Chronicles HD,PS3,Capcom,Capcom,6.933333333333334,6.666666666666667,0.09,2012.0
12577,Return Fire,PS,Time Warner Interactive,Silent Software Inc.,7.0,6.466666666666666,0.09,1996.0
12578,Wild ARMs: Alter Code F,PS2,Agetec,Media.Vision,7.2,7.366666666666667,0.09,2005.0
12579,Bomberman Max 2: Blue Advance,GBA,Majesco,Hudson Soft,7.3,8.0,0.09,2002.0
12580,Angry Birds: Rio,PC,Focus Home Interactive,Rovio Mobile,6.8999999999999995,7.666666666666667,0.09,2011.0
12581,Castlevania: Lords of Shadow 2,X360,Konami Digital Entertainment,Mercury Steam,7.666666666666667,7.966666666666666,0.09,2014.0
12582,Digimon All-Star Rumble,PS3,Namco Bandai Games,PROPE,8.066666666666668,7.633333333333333,0.09,2014.0
12583,Singstar: Ultimate Party,PS3,Sony Computer Entertainment Europe,London Studios,3.6,7.6000000000000005,0.09,2014.0
12584,Kawasaki Quad Bikes,Wii,Destineer,Data Design Interactive,2.0,6.8,0.09,2007.0
12585,Alien Monster Bowling League,Wii,Destineer,Perpetual FX Creative,7.0,7.8,0.09,2009.0
12586,Ben 10 Galactic Racing,PS3,D3 Publisher,Monkey Bar Games,4.3999999999999995,7.2,0.09,2011.0
12587,Shrek SuperSlam,XB,Activision,Shaba Games,7.0,6.233333333333333,0.09,2005.0
12588,Rugby League Live 4,PS4,Tru Blu Entertainment,Big Ant Studios,5.733333333333333,7.8,0.09,2017.0
12589,Mimana Iyar Chronicle,PSP,Aksys Games,"Kogado Studio, Inc.",7.3,5.333333333333333,0.09,2010.0
12590,Rapid Reload,PS,Sony Computer Entertainment,Media.Vision,7.066666666666666,7.466666666666666,0.09,1995.0
12591,New Legends,XB,THQ,Infinite Machine,5.5,6.933333333333334,0.09,2002.0
12592,Raiden Fighters Aces,X360,Valcon Games,Gulti,7.3,7.466666666666666,0.09,2009.0
12593,Total Overdose: A Gunslinger's Tale in Mexico,PS2,Eidos Interactive,Deadline Games,8.0,6.3999999999999995,0.09,2005.0
12594,Island Xtreme Stunts,PS2,Electronic Arts,Silicon Dreams,5.0,7.7,0.09,2002.0
12595,Hearts of Iron III,PC,Paradox Interactive,Paradox Interactive,7.9,7.533333333333334,0.09,2009.0
12596,Agassi Tennis Generation,PS2,DreamCatcher Interactive,Aqua Pacific,3.766666666666666,7.233333333333333,0.09,2003.0
12597,Fighting Fantasy: The Warlock of Firetop Mountain,DS,Aspyr,Big Blue Bubble,5.5,3.3333333333333335,0.09,2009.0
12598,Metal Slug X,PS,Agetec,ProSoft,9.0,8.533333333333333,0.09,2001.0
12599,GripShift,PSP,Sony Computer Entertainment,Sidhe Interactive,7.1,7.8999999999999995,0.09,2005.0
12600,Junior Mystery Quest,DS,Unknown,Navarre Corp,6.3999999999999995,7.7,0.09,2011.0
12601,Running Wild,PS,Sony Computer Entertainment,Blue Shift,6.1,8.466666666666667,0.09,1998.0
12602,Invizimals: The Alliance,PSV,Sony Computer Entertainment,Novarama,6.9,6.6,0.09,2014.0
12603,Jenga World Tour,DS,Atari,Atomic Planet Entertainment,4.8,6.566666666666667,0.09,2007.0
12604,Romance of the Three Kingdoms X,PS2,KOEI,Koei,8.733333333333333,6.266666666666667,0.09,2005.0
12605,Brigandine: The Legend of Forsena,PS,Atlus,Hearty Robin,3.0,7.966666666666666,0.09,1998.0
12606,U-Sing 2,Wii,Mindscape,Mindscape Inc.,6.8,7.333333333333333,0.09,2010.0
12607,MX SuperFly featuring Ricky Carmichael,GC,THQ,Pacific Coast Power & Light,7.866666666666667,7.233333333333333,0.09,2002.0
12608,Disney's The Haunted Mansion,XB,TDK Mediactive,High Voltage Software,7.666666666666667,6.833333333333333,0.09,2003.0
12609,Sound Novel Machi,SAT,ChunSoft,ChunSoft,5.7,6.3,0.09,1998.0
12610,American Truck Simulator,PC,SCS Software,SCS Software,7.6,6.8,0.09,2016.0
12611,Bass Pro Shops: The Hunt,X360,Griffin International,Piranha Games,6.0,7.066666666666666,0.09,2010.0
12612,Go Play: City Sports,Wii,Majesco,Digital Embryo,7.733333333333333,8.566666666666668,0.09,2009.0
12613,The Daring Game for Girls,Wii,Majesco,WXP,7.5,7.2,0.09,2010.0
12614,FIFA 2001: Major League Soccer,PS2,EA Sports,EA Canada,9.0,6.866666666666667,0.09,2000.0
12615,Jikkyou Powerful Pro Yakyuu 14 Ketteiban,PS2,Konami,PawaPuro Production,7.1000000000000005,7.3999999999999995,0.09,2007.0
12616,Riviera: The Promised Land,PSP,Atlus,Sting,6.2,5.8,0.09,2007.0
12617,Super Street Fighter II Turbo,3DO,Panasonic Interactive Media,Capcom,8.266666666666667,8.733333333333334,0.09,1994.0
12618,Skies of Arcadia,DC,Sega,Overworks,9.2,8.466666666666667,0.09,2000.0
12619,Toy Soldiers: War Chest,PS4,Ubisoft,Signal Studios,6.2,7.2,0.09,2015.0
12620,God Eater Resurrection,PS4,Namco Bandai Games,Namco Bandai Games,7.0,7.2,0.09,2016.0
12621,NASCAR: Dirt to Daytona,GC,Infogrames,Monster Games Inc.,8.3,5.0,0.09,2002.0
12622,Road Trip,PS2,Conspiracy Entertainment,E-game,5.666666666666667,5.133333333333334,0.09,2002.0
12623,Blood of Bahamut,DS,Square Enix,Square Enix,8.066666666666666,6.3999999999999995,0.09,2009.0
12624,Challenge Me: Brain Puzzles 2,DS,O-Games,O Games,6.8999999999999995,7.533333333333334,0.09,2010.0
12625,Just Dance Wii U,WiiU,Nintendo,Unknown,5.466666666666666,6.0,0.09,2014.0
12626,Major League Baseball 2K11,DS,2K Sports,Visual Concepts,5.1000000000000005,7.566666666666667,0.09,2011.0
12627,Tom Clancy's EndWar,DS,Ubisoft,Funatics Software,7.466666666666666,6.833333333333333,0.09,2008.0
12628,Puchi Puchi Virus,DS,NIS America,Keys Factory,7.4,6.366666666666667,0.09,2009.0
12629,Quiz Magic Academy DS: Futatsu no Jikuu Koku,DS,Konami,Konami,6.3,6.933333333333334,0.09,2010.0
12630,Lilie no Atelier: Salburg no Renkinjutsushi 3,PS2,Gust,Gust,7.233333333333333,7.666666666666667,0.09,2001.0
12631,Animal Planet: Vet Life,Wii,Activision,Activision,7.900000000000001,7.300000000000001,0.09,2009.0
12632,Top Gun: Firestorm Advance,GBA,Titus,Titus Software,6.333333333333333,8.066666666666668,0.09,2002.0
12633,Wonder World Amusement Park,DS,Majesco,Coyote Console,7.133333333333333,5.066666666666666,0.09,2009.0
12634,NERF N-Strike: Double Blast Bundle,Wii,Electronic Arts,EA Salt Lake,7.733333333333333,4.266666666666667,0.09,2010.0
12635,The Wolf Among Us,PS3,Telltale Games,Telltale Games,8.700000000000001,7.866666666666667,0.09,2014.0
12636,Project Eden,PS2,Eidos Interactive,Core Design Ltd.,7.8,8.133333333333335,0.09,2001.0
12637,Persona 4 Arena Ultimax,X360,Atlus,Arc System Works,9.1,7.733333333333333,0.09,2014.0
12638,Dark Souls Trilogy,PS4,Bandai Namco Entertainment,From Software,8.266666666666667,8.166666666666666,0.09,2018.0
12639,JASF: Jane's Advanced Strike Fighters,X360,Unknown,Trickstar Games,6.3,7.333333333333333,0.09,2011.0
12640,Def Jam Fight For NY: The Takeover,PSP,Electronic Arts,Aki Corp,8.0,7.3999999999999995,0.09,2006.0
12641,Dynasty Warriors 8: Empires,PS3,Tecmo Koei,Unknown,6.2,7.099999999999999,0.09,2015.0
12642,Pro Yakyuu Spirits 2014,PSP,Konami Digital Entertainment,Konami,8.133333333333335,6.866666666666666,0.09,2014.0
12643,Back to the Future: The Game,PS3,Telltale Games,Telltale Games,7.8,7.966666666666666,0.09,2011.0
12644,Ghosthunter,PS2,Namco,SCEE Cambridge,8.4,8.1,0.09,2004.0
12645,The Amazing Spider-Man (2012),WiiU,Activision,Beenox,6.0,7.566666666666666,0.09,2013.0
12646,Last Rebellion,PS3,NIS America,Hit Maker,4.8,8.4,0.09,2010.0
12647,Seven: Molmorth no Kiheitai,PS2,Namco,Namco,7.466666666666666,7.2,0.09,2000.0
12648,Doraemon: Nobita to Midori no Kyojinden DS,DS,Sega,Inti Creates,7.5,7.0,0.09,2008.0
12649,Beyblade Evolution,3DS,D3 Publisher,Rising Star Games,6.2,6.933333333333334,0.09,2013.0
12650,Hello Kitty's Cube Frenzy,PS,NewKidCo,Culture Publishers,7.066666666666666,7.466666666666666,0.09,1999.0
12651,Lock's Quest,DS,THQ,5TH Cell,8.6,6.933333333333334,0.09,2008.0
12652,Legend of the Guardians: The Owls of Ga'Hoole,PS3,Warner Bros. Interactive,Krome Studios,6.8999999999999995,8.1,0.09,2010.0
12653,Obscure: The Aftermath,PSP,Playlogic Game Factory,Hydravision Entertainment,6.5,6.933333333333334,0.09,2009.0
12654,The Seven Deadly Sins: Unjust Sin,3DS,Namco Bandai Games,Namco Bandai Games,9.033333333333333,7.666666666666667,0.09,2015.0
12655,Jikkyou Powerful Pro Yakyuu 9 Ketteiban,PS2,Konami,Diamond Head,7.366666666666667,6.8,0.09,2002.0
12656,Astro Boy: Omega Factor,GBA,Sega,Hitmaker,8.8,7.866666666666667,0.09,2004.0
12657,Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!,Wii,Hudson Soft,Xing Inc.,5.766666666666667,7.433333333333333,0.09,2010.0
12658,Spectral Force Genesis,DS,Ignition Entertainment,Neverland Company,7.666666666666667,8.333333333333334,0.09,2010.0
12659,Fullmetal Alchemist: Dual Sympathy,DS,Destineer,Bandai,5.5,7.266666666666667,0.09,2006.0
12660,Cardfight!! Vanguard: Ride to Victory!!,3DS,FuRyu Corporation,FuRyu,6.566666666666667,6.2,0.09,2013.0
12661,Brain Age: Concentration Training,3DS,Nintendo,Nintendo,7.5,7.8,0.09,2013.0
12662,Jikkyou Powerful Pro Yakyuu Portable 2,PSP,Konami,PawaPuro Productions,7.233333333333333,7.666666666666667,0.09,2007.0
12663,Tornado Outbreak,PS3,Konami,Loose Cannon Studios,8.1,7.266666666666667,0.09,2009.0
12664,Import Tuner Challenge (American sales),X360,Ubisoft,Genki,6.4,7.5,0.09,2006.0
12665,Kawashima Ryuuta Kyouju Kanshuu Nouryoku Trainer Portable 2,PSP,Sega,Sega,8.0,7.533333333333334,0.09,2006.0
12666,Rugby 2005,PS2,EA Sports,HB Studios Multimedia,8.0,6.366666666666667,0.09,2005.0
12667,Ochaken no Heya DS 2,DS,MTO,MTO,6.733333333333333,6.3,0.09,2007.0
12668,Batman Beyond: Return of the Joker,N64,Ubisoft,Kemco,2.0,4.2,0.09,2000.0
12669,Castlevania Dracula X,SNES,Konami,Konami,6.333333333333333,8.566666666666666,0.09,1995.0
12670,Golden Nugget 64,N64,Electronic Arts,Westwood Studios,7.8,7.333333333333333,0.09,1998.0
12671,Hatsune Miku: Project Diva,PSP,Sega,Sega,7.8,7.966666666666666,0.09,2009.0
12672,Kyoto Daigaku Atsuji Tetsuji Kyouju Kanshuu: Zaidan Houjin Nihon Kanji Nouryoku Kentei Kyoukai Kyouryoku: Kanji Trainer Portable,PSP,Sega,Sega,6.366666666666667,7.333333333333333,0.09,2006.0
12673,Robotron 64,N64,Crave Entertainment,Player 1,6.9,7.300000000000001,0.09,1998.0
12674,Saikyou Habu Shogi,N64,Seta Corporation,Seta Corporation,6.366666666666667,7.599999999999999,0.09,1996.0
12675,V-Rally Edition 99,N64,Infogrames,Eden Studios,8.266666666666667,7.433333333333334,0.09,1999.0
12676,Playmobil Circus,Wii,DreamCatcher Interactive,Morgen Studios,7.933333333333333,7.566666666666666,0.09,2009.0
12677,Quantum Theory,X360,Tecmo Koei,Team Tachyon,2.5,5.2,0.09,2010.0
12678,The X-Factor,X360,Deep Silver,Deep Silver,8.166666666666666,7.566666666666666,0.09,2010.0
12679,Naruto RPG 3: Rejiuu vs Konoha Shoutai,DS,Takara Tomy,Takara Tomy,8.5,6.099999999999999,0.09,2006.0
12680,Pro Evolution Soccer 2012,PC,Konami,Konami,7.0,6.5,0.09,2011.0
12681,NASCAR The Game: Inside Line,PS3,Activision,Eutechnyx,5.433333333333334,3.9,0.09,2012.0
12682,Tunnel B1,PS,Acclaim Entertainment,Neon,5.933333333333334,7.466666666666666,0.09,1996.0
12683,2-in-1 Game Pack: Spider-Man & Spider-Man 2,GBA,Activision,Digital Eclipse,7.133333333333333,6.033333333333334,0.09,2005.0
12684,Scooby-Doo! Unmasked,DS,THQ,Artificial Mind and Movement,6.5,6.133333333333333,0.09,2005.0
12685,Porsche Challenge,PS,Sony Computer Entertainment,SCEE London Studio,8.0,6.6000000000000005,0.09,1997.0
12686,Dragon Ball Z: Shin Butouden,SAT,Bandai,Bandai,6.2,6.433333333333334,0.09,1995.0
12687,Super Robot Taisen MX Portable,PSP,Banpresto,Banpresto,7.0,7.933333333333334,0.09,2005.0
12688,Detana TwinBee Yahho! Deluxe Pack,PS,Konami,Konami,4.833333333333333,5.733333333333333,0.09,1995.0
12689,Beyblade Burst,3DS,FuRyu Corporation,FuRyu,5.8999999999999995,6.533333333333334,0.09,2016.0
12690,New Class of Heroes Mono: Toki no Gakuen,PSP,Acquire,ZeroDiv,7.6000000000000005,4.766666666666667,0.09,2012.0
12691,Space Chimps,Wii,Brash Entertainment,Red Tribe,6.5,5.866666666666667,0.09,2008.0
12692,Uta no?Prince-sama? MUSIC 2,PSP,Broccoli,Nippon Ichi Software,6.8,7.466666666666666,0.09,2013.0
12693,Sega Casino,DS,Sega,TOSE,6.966666666666666,7.5,0.09,2005.0
12694,"Saiyuuki: Kinkaku, Ginkaku no Inbou",DS,D3 Publisher,D3 Publisher,7.766666666666667,6.233333333333333,0.09,2007.0
12695,World Championship Games: A Track & Field Event,DS,Game Factory,Code Monkeys,5.133333333333334,5.066666666666666,0.09,2009.0
12696,Bleach: Heat the Soul 6,PSP,Sony Computer Entertainment,Eighting,7.433333333333333,6.0,0.09,2009.0
12697,Justice League Heroes,DS,Warner Bros. Interactive,Sensory Sweep,4.4,6.8999999999999995,0.09,2006.0
12698,Fishing Master World Tour,Wii,Hudson Entertainment,Hudson Soft,6.8,6.266666666666666,0.09,2009.0
12699,Scrabble,PSP,Electronic Arts,Stainless Games,7.4,7.266666666666667,0.09,2009.0
12700,Soul Nomad & the World Eaters (JP sales),PS2,NIS America,Nippon Ichi Software,8.933333333333334,8.133333333333333,0.09,2007.0
12701,Damnation,PS3,Codemasters,Blue Omega Entertainment,3.6,5.933333333333334,0.09,2009.0
12702,Paragon,PS4,Sony Interactive Entertainment,Epic Games,7.333333333333333,7.133333333333333,0.09,2016.0
12703,Borderlands 2 VR,PS4,2K Games,Gearbox Software,7.2,7.6,0.09,2018.0
12704,Deadliest Catch: Sea of Chaos,X360,Crave Entertainment,Double Tap,8.1,8.233333333333333,0.09,2010.0
12705,Zoids Assault,X360,Atlus,Atlus Co.,5.2,8.6,0.09,2008.0
12706,Mystic Heroes,GC,KOEI,Koei,6.8,5.1000000000000005,0.09,2002.0
12707,Dragon Quest Heroes I & II for Nintendo Switch,NS,Square Enix,Omega Force,6.8,4.266666666666667,0.09,2017.0
12708,Pachitte Chonmage Tatsujin 10: Pachinko Fuyu no Sonata,PS2,Hackberry,Hack Berry,7.266666666666667,5.566666666666667,0.09,2007.0
12709,GRID: Autosport,X360,Codemasters,Codemasters,8.666666666666666,5.733333333333333,0.09,2014.0
12710,Defender,XB,Midway Games,7 Studios,7.1,7.033333333333334,0.09,2002.0
